type,firm_name,contact_name,position,phone,email,linkedin,website,address,state,source_url
firm,Peter J Ashton,,,,pleasepjashtonsolicitor@gmail.com,,https://www.ashtonfamilylaw.com,Sydney NSW 2000,NSW,https://www.familylaw.com.au/law-practice/peter-j-ashton/
lawyer,Peter J Ashton,Peter Julian Ashton,Principal Solicitor,,,https://www.linkedin.com/in/peter-ashton-564b358/,https://www.ashtonfamilylaw.com,Sydney NSW 2000,NSW,https://www.familylaw.com.au/lawyer/peter-julian-ashton/
firm,Peter J. Sheehy,,,,,,https://g.co/kgs/7dTJZSp,,,https://www.familylaw.com.au/law-practice/peter-j-sheehy/
lawyer,Peter J. Sheehy,Peter Sheehy,Director,,,https://www.linkedin.com/company/familylawau/,https://g.co/kgs/7dTJZSp,,,https://www.familylaw.com.au/lawyer/peter-sheehy/
firm,Peter Lynch Lawyer,,,,info@peterlynchlawyer.com.au,,http://peterlynchlawyer.com.au/,"2 Cramer St, Preston VIC 3072",VIC,https://www.familylaw.com.au/law-practice/peter-lynch-lawyer/
lawyer,Peter Lynch Lawyer,Peter Lynch,Principal,,,https://au.linkedin.com/in/peter-lynch-7b013676,http://peterlynchlawyer.com.au/,"2 Cramer St, Preston VIC 3072",VIC,https://www.familylaw.com.au/lawyer/peter-lynch/
firm,Phelan Family Law,,,,admin@phelanfamilylaw.com.au,,http://www.phelanfamilylaw.com.au/,"Shop 6/171 Bolsover St, Rockhampton City QLD 4700",QLD,https://www.familylaw.com.au/law-practice/phelan-family-law/
lawyer,Phelan Family Law,Paula Phelan,Director,,,https://au.linkedin.com/in/paulaphelanfamilylaw,http://www.phelanfamilylaw.com.au/,"Shop 6/171 Bolsover St, Rockhampton City QLD 4700",QLD,https://www.familylaw.com.au/lawyer/paula-phelan/
firm,Phillips Family Law,,,,enquiry@pflaw.com.au,,http://www.phillipsfamilylaw.com.au/,"145 Ann St, Brisbane City QLD 4000",QLD,https://www.familylaw.com.au/law-practice/phillips-family-law/
lawyer,Phillips Family Law,Belinda Jeffrey,Special Counsel,,,https://au.linkedin.com/in/belinda-jeffrey-b05216b2,http://www.phillipsfamilylaw.com.au/,"145 Ann St, Brisbane City QLD 4000",QLD,https://www.familylaw.com.au/lawyer/belinda-jeffrey/
lawyer,Phillips Family Law,Tony Phillips,Director,,,https://au.linkedin.com/in/tonyphillipslaw,http://www.phillipsfamilylaw.com.au/,"145 Ann St, Brisbane City QLD 4000",QLD,https://www.familylaw.com.au/lawyer/tony-phillips/
lawyer,Phillips Family Law,Fiona Caulley,Director,,,https://au.linkedin.com/in/fionacaulley,http://www.phillipsfamilylaw.com.au/,"145 Ann St, Brisbane City QLD 4000",QLD,https://www.familylaw.com.au/lawyer/fiona-caulley/
firm,Pickel Legal,,,,,,https://pickellegal.com.au,"Unit 8/14 Wingecarribee St, Bowral NSW 2576",NSW,https://www.familylaw.com.au/law-practice/pickel-legal/
lawyer,Pickel Legal,Irene Eugene Pickel,Principal Solicitor,,,https://www.linkedin.com/company/familylawau/,https://pickellegal.com.au,"Unit 8/14 Wingecarribee St, Bowral NSW 2576",NSW,https://www.familylaw.com.au/lawyer/irene-eugene-pickel/
firm,Pickering Pendleton,,,,office@pipelaw.com.au,,https://pickeringpendleton.com.au,"Suite 101, Level 7/14 Martin Pl, Sydney NSW 2000",NSW,https://www.familylaw.com.au/law-practice/pickering-pendleton/
lawyer,Pickering Pendleton,Louisa Lo-Cao,Director,,,https://www.linkedin.com/in/louisa-lo-cao-3a623879,https://pickeringpendleton.com.au,"Suite 101, Level 7/14 Martin Pl, Sydney NSW 2000",NSW,https://www.familylaw.com.au/lawyer/louisa-lo-cao/
firm,Pigdon Norgate Family Lawyers,,,,,,https://familylawyerspn.com.au,"8/50 Berry St, North Sydney NSW 2060",NSW,https://www.familylaw.com.au/law-practice/pigdon-norgate-family-lawyers/
lawyer,Pigdon Norgate Family Lawyers,Alice Schober,Director,,,https://au.linkedin.com/in/alice-schober-aa242b55,https://familylawyerspn.com.au,"8/50 Berry St, North Sydney NSW 2060",NSW,https://www.familylaw.com.au/lawyer/alice-schober/
lawyer,Pigdon Norgate Family Lawyers,Rosemary Janet Norgate,Director,,,https://au.linkedin.com/in/rosemary-norgate-3a311b28,https://familylawyerspn.com.au,"8/50 Berry St, North Sydney NSW 2060",NSW,https://www.familylaw.com.au/lawyer/rosemary-janet-norgate/
lawyer,Pigdon Norgate Family Lawyers,Hannah Marie Gore,Senior Associate,,,https://www.linkedin.com/in/hannah-gore-b62b82a4/,https://familylawyerspn.com.au,"8/50 Berry St, North Sydney NSW 2060",NSW,https://www.familylaw.com.au/lawyer/hannah-marie-gore/
lawyer,Pigdon Norgate Family Lawyers,Jack Bede Hensley,Senior Associate,,,https://au.linkedin.com/in/jack-hensley-2473b3ba,https://familylawyerspn.com.au,"8/50 Berry St, North Sydney NSW 2060",NSW,https://www.familylaw.com.au/lawyer/jack-bede-hensley/
lawyer,Pigdon Norgate Family Lawyers,Suzanne Jean Pigdon,Director,,,https://au.linkedin.com/in/suzanne-pigdon-a52477a,https://familylawyerspn.com.au,"8/50 Berry St, North Sydney NSW 2060",NSW,https://www.familylaw.com.au/lawyer/suzanne-jean-pigdon/
firm,Pippa Colman & Associates Law Practice,,,,,,https://www.pippacolman.com/,"19 First Ave, Maroochydore QLD 4558",QLD,https://www.familylaw.com.au/law-practice/pippa-colman-associates-law-practice/
lawyer,Pippa Colman & Associates Law Practice,Sarah Quilliam,Director,,,https://au.linkedin.com/in/sarah-quilliam-667bb0201,https://www.pippacolman.com/,"19 First Ave, Maroochydore QLD 4558",QLD,https://www.familylaw.com.au/lawyer/sarah-quilliam/
lawyer,Pippa Colman & Associates Law Practice,Phillipa (Pippa) Colman,Director,,,https://au.linkedin.com/company/pippa-colman-associates,https://www.pippacolman.com/,"19 First Ave, Maroochydore QLD 4558",QLD,https://www.familylaw.com.au/lawyer/phillipa-pippa-colman/
firm,Portelli & Co,,,,,,https://www.portellilawyers.com.au/,"127 Carinish Rd, Clayton VIC 3168",VIC,https://www.familylaw.com.au/law-practice/portelli-co/
lawyer,Portelli & Co,Guy Messina,Lawyer,,,https://au.linkedin.com/in/guy-messina-46b39953,https://www.portellilawyers.com.au/,"127 Carinish Rd, Clayton VIC 3168",VIC,https://www.familylaw.com.au/lawyer/guy-messina/
firm,Powe & White Family Lawyers,,,,reception@powewhite.com.au,,https://www.powewhite.com.au,"7b/500 High St, Maitland NSW 2320",NSW,https://www.familylaw.com.au/law-practice/powe-white-family-lawyers/
lawyer,Powe & White Family Lawyers,Christopher Shane White,Director,,,https://www.linkedin.com/company/powe-white-family-lawyers-maitland-hunter-valley/about/,https://www.powewhite.com.au,"7b/500 High St, Maitland NSW 2320",NSW,https://www.familylaw.com.au/lawyer/christopher-shane-white/
firm,Prime Law,,,,lawyers@primelaw.net.au,,https://www.primelaw.net.au,,,https://www.familylaw.com.au/law-practice/prime-law/
lawyer,Prime Law,Danique Parker,Solicitor,,,https://au.linkedin.com/company/prime-lawyers,https://www.primelaw.net.au,,,https://www.familylaw.com.au/lawyer/danique-parker/
lawyer,Prime Law,Dominic Bateman,Solicitor,,,https://au.linkedin.com/company/prime-lawyers,https://www.primelaw.net.au,,,https://www.familylaw.com.au/lawyer/dominic-bateman/
firm,Prime Lawyers,,,,enquiries@primelaw.com.au,,https://www.primelawyers.com.au,"Suite 6, Level 3/137-139 Bathurst St, Sydney NSW 2000",NSW,https://www.familylaw.com.au/law-practice/prime-lawyers/
lawyer,Prime Lawyers,Claudia Analia Taylor,Senior Associate,,,https://www.linkedin.com/in/claudiacastrotaylor/,https://www.primelawyers.com.au,"Suite 6, Level 3/137-139 Bathurst St, Sydney NSW 2000",NSW,https://www.familylaw.com.au/lawyer/claudia-analia-taylor/
firm,Prudence Henschke,,,,hello@prudencehenschke.com,,https://www.prudencehenschke.com/,Sunshine Coast QLD,QLD,https://www.familylaw.com.au/law-practice/prudence-henschke-qld/
lawyer,Prudence Henschke,Prudence Henschke,Lawyer,,,https://www.linkedin.com/in/prudencehenschkedivorcecoach/,https://www.prudencehenschke.com/,Sunshine Coast QLD,QLD,https://www.familylaw.com.au/lawyer/prudence-henschke/
firm,Pullos Lawyers,,,,,,https://www.pulloslawyers.com.au/,"Building G/27 Garden St, Southport QLD 4215",QLD,https://www.familylaw.com.au/law-practice/pullos-lawyers/
lawyer,Pullos Lawyers,Cassandra Pullos,Managing Director,,,https://au.linkedin.com/in/cassandra-pullos-5ab31a9,https://www.pulloslawyers.com.au/,"Building G/27 Garden St, Southport QLD 4215",QLD,https://www.familylaw.com.au/lawyer/cassandra-pullos/
firm,Rafton Family Lawyers,,,,reception@rafton.com.au,,https://rafton.com.au,"Level 3/17 Hunter St, Parramatta NSW 2150",NSW,https://www.familylaw.com.au/law-practice/rafton-family-lawyers/
lawyer,Rafton Family Lawyers,Kirstie Leigh Barfoot,Senior Solicitor,,,https://www.linkedin.com/in/kirstiebarfoot/,https://rafton.com.au,"Level 3/17 Hunter St, Parramatta NSW 2150",NSW,https://www.familylaw.com.au/lawyer/kirstie-leigh-barfoot/
lawyer,Rafton Family Lawyers,Kathryn Rose Rafton,Managing Partner,,,https://www.linkedin.com/in/kate-rafton-87013276/,https://rafton.com.au,"Level 3/17 Hunter St, Parramatta NSW 2150",NSW,https://www.familylaw.com.au/lawyer/kathryn-rose-rafton/
lawyer,Rafton Family Lawyers,Maurice Neil Edwards,Special Counsel,,,https://www.linkedin.com/in/maurice-edwards-64ba314a/,https://rafton.com.au,"Level 3/17 Hunter St, Parramatta NSW 2150",NSW,https://www.familylaw.com.au/lawyer/maurice-neil-edwards/
lawyer,Rafton Family Lawyers,Cassandra Maree Youssef,Special Counsel,,,https://www.linkedin.com/company/rafton-arbitration-and-mediation-practice/,https://rafton.com.au,"Level 3/17 Hunter St, Parramatta NSW 2150",NSW,https://www.familylaw.com.au/lawyer/cassandra-maree-youssef/
lawyer,Rafton Family Lawyers,Menaka Prasad,Senior Solicitor,,,https://au.linkedin.com/in/menaka-prasad-8a0b3592,https://rafton.com.au,"Level 3/17 Hunter St, Parramatta NSW 2150",NSW,https://www.familylaw.com.au/lawyer/menaka-prasad/
firm,Ramsden Family Law,,,,,,https://ramsdenfamilylaw.com.au,"Level 3/1 Castlereagh St, Sydney NSW 2000",NSW,https://www.familylaw.com.au/law-practice/ramsden-family-law/
lawyer,Ramsden Family Law,Samira Friis,Senior Associate,,,https://au.linkedin.com/in/samira-friis-8aa96a20a,https://ramsdenfamilylaw.com.au,"Level 3/1 Castlereagh St, Sydney NSW 2000",NSW,https://www.familylaw.com.au/lawyer/samira-friis/
lawyer,Ramsden Family Law,Renee Smith,Special Counsel,,,https://au.linkedin.com/in/reneesmithfamilylawyer,https://ramsdenfamilylaw.com.au,"Level 3/1 Castlereagh St, Sydney NSW 2000",NSW,https://www.familylaw.com.au/lawyer/renee-smith/
lawyer,Ramsden Family Law,Michelangelo Benedetti,Partner,,,https://au.linkedin.com/in/michelangelo-benedetti-87180644,https://ramsdenfamilylaw.com.au,"Level 3/1 Castlereagh St, Sydney NSW 2000",NSW,https://www.familylaw.com.au/lawyer/michelangelo-benedetti/
lawyer,Ramsden Family Law,Annabel Louise Murray,Special Counsel,,,https://au.linkedin.com/in/annabel-murray-69054896,https://ramsdenfamilylaw.com.au,"Level 3/1 Castlereagh St, Sydney NSW 2000",NSW,https://www.familylaw.com.au/lawyer/annabel-louise-murray/
lawyer,Ramsden Family Law,Grant Furiosi,Special Counsel,,,https://au.linkedin.com/in/grant-furiosi-443a4272,https://ramsdenfamilylaw.com.au,"Level 3/1 Castlereagh St, Sydney NSW 2000",NSW,https://www.familylaw.com.au/lawyer/grant-furiosi/
lawyer,Ramsden Family Law,Reece Daniel Ramsden,Partner,,,https://au.linkedin.com/in/reece-ramsden,https://ramsdenfamilylaw.com.au,"Level 3/1 Castlereagh St, Sydney NSW 2000",NSW,https://www.familylaw.com.au/lawyer/reece-daniel-ramsden/
lawyer,Ramsden Family Law,Matthew Ronald Shepherd,Special Counsel,,,https://au.linkedin.com/in/matthew-shepherd-b158a350,https://ramsdenfamilylaw.com.au,"Level 3/1 Castlereagh St, Sydney NSW 2000",NSW,https://www.familylaw.com.au/lawyer/matthew-ronald-shepherd/
lawyer,Ramsden Family Law,Marius Eden,Partner,,,https://au.linkedin.com/in/marius-eden-051a3837,https://ramsdenfamilylaw.com.au,"Level 3/1 Castlereagh St, Sydney NSW 2000",NSW,https://www.familylaw.com.au/lawyer/marius-eden/
firm,Rayner Song Family Lawyers,,,,ssong@rsfamilylawyers.com.au,,https://rsfamilylawyers.com.au/,"26 Kingsway, Glen Waverley VIC 3150",VIC,https://www.familylaw.com.au/law-practice/rayner-song-family-lawyers/
lawyer,Rayner Song Family Lawyers,Qing Yan Song,Principal,,,https://au.linkedin.com/company/raynersong,https://rsfamilylawyers.com.au/,"26 Kingsway, Glen Waverley VIC 3150",VIC,https://www.familylaw.com.au/lawyer/qing-yan-song/
firm,Reardon Family Lawyers,,,,dave@reardonlawyers.com.au,,http://www.reardonlawyers.com.au/,"3/20 Welch St, Southport QLD 4215",QLD,https://www.familylaw.com.au/law-practice/reardon-family-lawyers/
lawyer,Reardon Family Lawyers,David Reardon,Principal,,,https://au.linkedin.com/in/david-reardon-977966113,http://www.reardonlawyers.com.au/,"3/20 Welch St, Southport QLD 4215",QLD,https://www.familylaw.com.au/lawyer/david-reardon/
firm,Reid Family Lawyers,,,,admin@reidfamilylawyers.com.au,,https://www.reidfamilylawyers.com.au,"Suite 249, 117 Old Pittwater Road, Brookvale NSW 2100",NSW,https://www.familylaw.com.au/law-practice/reid-family-lawyers/
lawyer,Reid Family Lawyers,Fiona Jennifer Reid,Managing Director,,,https://www.linkedin.com/in/fiona-reid-a4b5506/,https://www.reidfamilylawyers.com.au,"Suite 249, 117 Old Pittwater Road, Brookvale NSW 2100",NSW,https://www.familylaw.com.au/lawyer/fiona-jennifer-reid/
lawyer,Reid Family Lawyers,Alexandra Wearne,Special Counsel,,,https://www.linkedin.com/company/reid-family-lawyers/,https://www.reidfamilylawyers.com.au,"Suite 249, 117 Old Pittwater Road, Brookvale NSW 2100",NSW,https://www.familylaw.com.au/lawyer/alexandra-wearne/
firm,Resolve Conflict,,,,info@resolveconflict.com.au,,https://www.resolveconflict.com.au/,"Level 24/459 Collins St, Melbourne VIC 3000",VIC,https://www.familylaw.com.au/law-practice/resolve-conflict/
lawyer,Resolve Conflict,Deborah Wilson,Lawyer,,,https://au.linkedin.com/in/deborah-wilson-b9162b64,https://www.resolveconflict.com.au/,"Level 24/459 Collins St, Melbourne VIC 3000",VIC,https://www.familylaw.com.au/lawyer/deborah-wilson/
firm,Resolve Divorce Lawyers,,,,,,http://resolvedivorce.com.au,"82-84 Melbourne St, North Adelaide SA 5006",SA,https://www.familylaw.com.au/law-practice/resolve-divorce-lawyers/
lawyer,Resolve Divorce Lawyers,Chanel Martin,Managing Director,,,https://www.linkedin.com/company/resolve-divorce-lawyers/,http://resolvedivorce.com.au,"82-84 Melbourne St, North Adelaide SA 5006",SA,https://www.familylaw.com.au/lawyer/chanel-martin/
lawyer,Resolve Divorce Lawyers,Rose Cocchiaro,Director,,,https://www.linkedin.com/company/resolve-divorce-lawyers/,http://resolvedivorce.com.au,"82-84 Melbourne St, North Adelaide SA 5006",SA,https://www.familylaw.com.au/lawyer/rose-cocchiaro/
lawyer,Resolve Divorce Lawyers,Vanessa Camerlengo,Senior Solicitor,,,https://www.linkedin.com/company/resolve-divorce-lawyers/,http://resolvedivorce.com.au,"82-84 Melbourne St, North Adelaide SA 5006",SA,https://www.familylaw.com.au/lawyer/vanessa-camerlengo/
firm,Richardson Murray,,,,,,https://richardson-murray.law/,"Unit 2016/89/91 Surf Parade, Broadbeach QLD 4218",QLD,https://www.familylaw.com.au/law-practice/richardson-murray/
lawyer,Richardson Murray,Stephanie Murray,Partner,,,https://au.linkedin.com/company/richardson-murray-law,https://richardson-murray.law/,"Unit 2016/89/91 Surf Parade, Broadbeach QLD 4218",QLD,https://www.familylaw.com.au/lawyer/stephanie-murray/
firm,Ritt Law,,,,admin@rittlaw.com.au,,https://rittlaw.com.au/,"49 Railway Ave, Strathpine QLD 4500",QLD,https://www.familylaw.com.au/law-practice/ritt-law/
lawyer,Ritt Law,Pamela Ritt,Principal,,,https://www.linkedin.com/in/pamela-ritt-28164649/,https://rittlaw.com.au/,"49 Railway Ave, Strathpine QLD 4500",QLD,https://www.familylaw.com.au/lawyer/pamela-ritt/
firm,RMO Law – Ryan Murdoch O’Regan,,,,mail@rmolaw.com.au,,https://rmolaw.com.au/,,,https://www.familylaw.com.au/law-practice/rmo-law-ryan-murdoch-oregan/
lawyer,RMO Law – Ryan Murdoch O’Regan,Timothy Ryan,Director,,,https://au.linkedin.com/in/timothy-ryan-099686255,https://rmolaw.com.au/,,,https://www.familylaw.com.au/lawyer/timothy-ryan/
firm,RNG Lawyers,,,,,,https://rnglawyers.com.au/,"Ground Floor, 204 Lygon St, Carlton VIC 3053",VIC,https://www.familylaw.com.au/law-practice/rng-lawyers/
lawyer,RNG Lawyers,Catherine Greenwood,Lawyer,,,https://au.linkedin.com/in/kate-greenwood-a593043b,https://rnglawyers.com.au/,"Ground Floor, 204 Lygon St, Carlton VIC 3053",VIC,https://www.familylaw.com.au/lawyer/catherine-greenwood/
lawyer,RNG Lawyers,Frank Lamari,Partner,,,https://au.linkedin.com/in/frank-lamari-611271122,https://rnglawyers.com.au/,"Ground Floor, 204 Lygon St, Carlton VIC 3053",VIC,https://www.familylaw.com.au/lawyer/frank-lamari/
firm,Robbins Watson,,,,,,https://robbinswatson.com.au/,"12/2 Executive Dr, Burleigh Waters QLD 4220",QLD,https://www.familylaw.com.au/law-practice/robbins-watson/
lawyer,Robbins Watson,Ruth Jeffers,Special Counsel,,,https://au.linkedin.com/company/robbins-watson-solicitors,https://robbinswatson.com.au/,"12/2 Executive Dr, Burleigh Waters QLD 4220",QLD,https://www.familylaw.com.au/lawyer/ruth-jeffers/
firm,Robert Bax & Associates,,,,info@rbax.com.au,,https://www.rbax.com.au/,"1/753 Sandgate Rd, Clayfield QLD 4011",QLD,https://www.familylaw.com.au/law-practice/robert-bax-associates/
lawyer,Robert Bax & Associates,Evette Jones,Solicitor,,,https://au.linkedin.com/in/evette-jones-ba6a402a,https://www.rbax.com.au/,"1/753 Sandgate Rd, Clayfield QLD 4011",QLD,https://www.familylaw.com.au/lawyer/evette-jones/
firm,Robert Halliday & Associates,,,,roberthallidaylegal@gmail.com,,https://www.roberthallidayandassociates.com.au/,"1b/147-151 Foster St, Dandenong VIC 3175",VIC,https://www.familylaw.com.au/law-practice/robert-halliday-associates/
lawyer,Robert Halliday & Associates,Robert Halliday,Principal,,,https://www.linkedin.com/company/robert-halliday-associates/,https://www.roberthallidayandassociates.com.au/,"1b/147-151 Foster St, Dandenong VIC 3175",VIC,https://www.familylaw.com.au/lawyer/robert-halliday/
lawyer,Robert Halliday & Associates,Sharyn Davis,Lawyer,,,https://au.linkedin.com/in/sharyn-davis-88362596,https://www.roberthallidayandassociates.com.au/,"1b/147-151 Foster St, Dandenong VIC 3175",VIC,https://www.familylaw.com.au/lawyer/sharyn-davis/
firm,Roberts Beckwith Partners,,,,lawyers@rbpartners.com.au,,https://www.rbpartners.com.au/,"16 Blamey Pl, Mornington VIC 3931",VIC,https://www.familylaw.com.au/law-practice/roberts-beckwith-partners/
lawyer,Roberts Beckwith Partners,Charles Beckwith,Principal,,,https://au.linkedin.com/in/charles-beckwith-655a18185,https://www.rbpartners.com.au/,"16 Blamey Pl, Mornington VIC 3931",VIC,https://www.familylaw.com.au/lawyer/charles-beckwith/
firm,Robertslaw,,,,info@robertslaw.com.au,,https://www.robertslaw.com.au/,"Suite 6 Franklin Square, 60 Railway St, Mudgeeraba QLD 4213",QLD,https://www.familylaw.com.au/law-practice/robertslaw/
lawyer,Robertslaw,Amanda Tomlinson,Solicitor,,,https://au.linkedin.com/in/amanda-tomlinson-a2935113b,https://www.robertslaw.com.au/,"Suite 6 Franklin Square, 60 Railway St, Mudgeeraba QLD 4213",QLD,https://www.familylaw.com.au/lawyer/amanda-tomlinson/
firm,Robinson + McGuinness Family Law,,,,,,https://www.rmfamilylaw.com.au,"2/1 Farrell Pl, Canberra ACT 2601",ACT,https://www.familylaw.com.au/law-practice/robinson-mcguinness-family-law/
lawyer,Robinson + McGuinness Family Law,Sally Ann McGuinness,Solicitor,,,https://au.linkedin.com/in/sallymcguinness,https://www.rmfamilylaw.com.au,"2/1 Farrell Pl, Canberra ACT 2601",ACT,https://www.familylaw.com.au/lawyer/sally-ann-mcguinness/
lawyer,Robinson + McGuinness Family Law,Margot Louise McCabe,Solicitor,,,https://www.linkedin.com/company/robinson-mcguinness-family-lawyers/,https://www.rmfamilylaw.com.au,"2/1 Farrell Pl, Canberra ACT 2601",ACT,https://www.familylaw.com.au/lawyer/margot-louise-mccabe/
firm,Robinson Gill,,,,info@robinsongill.com.au,,https://www.robinsongill.com.au/,"990 Whitehorse Rd, Box Hill VIC 3128",VIC,https://www.familylaw.com.au/law-practice/robinson-gill/
lawyer,Robinson Gill,Timothy Robinson,Consultant,,,https://au.linkedin.com/in/timothy-robinson-7740216a,https://www.robinsongill.com.au/,"990 Whitehorse Rd, Box Hill VIC 3128",VIC,https://www.familylaw.com.au/lawyer/timothy-robinson/
lawyer,Robinson Gill,Adele Katzew,Principal,,,https://au.linkedin.com/in/adele-katzew-accs-fam-ab030570,https://www.robinsongill.com.au/,"990 Whitehorse Rd, Box Hill VIC 3128",VIC,https://www.familylaw.com.au/lawyer/adele-katzew/
firm,Rochelle Belcher Lawyer,,,,mail@rochellebelcherlawyers.com.au,,http://rochellebelcherlawyers.com.au/,"308 Kororoit Creek Rd, Williamstown North VIC 3016",VIC,https://www.familylaw.com.au/law-practice/rochelle-belcher-lawyer/
lawyer,Rochelle Belcher Lawyer,Rochelle Belcher,Principal,,,https://www.linkedin.com/company/familylawau/,http://rochellebelcherlawyers.com.au/,"308 Kororoit Creek Rd, Williamstown North VIC 3016",VIC,https://www.familylaw.com.au/lawyer/rochelle-belcher/
firm,Rossi Simicic Lawyers,,,,lawyers@rossisimicic.com.au,,https://www.rossisimicic.com.au,"Unit 7/36-42 Auburn St, Wollongong NSW 2500",NSW,https://www.familylaw.com.au/law-practice/rossi-simicic-lawyers/
lawyer,Rossi Simicic Lawyers,Luciana Rossi,Principal,,,https://www.linkedin.com/company/rossi-simicic-lawyers/about/,https://www.rossisimicic.com.au,"Unit 7/36-42 Auburn St, Wollongong NSW 2500",NSW,https://www.familylaw.com.au/lawyer/luciana-rossi/
firm,Rostron Carlyle Rojas Lawyers (Brisbane),,,,reception@rclaw.com.au,,https://rcrlaw.com.au/,"Level 15/270 Adelaide St, Brisbane City QLD 4000",QLD,https://www.familylaw.com.au/law-practice/rostron-carlyle-rojas-lawyers-brisbane/
firm,Rowan Skinner & Associates Lawyers,,,,,,https://rowanskinnerlegal.com.au/,"Suite 3/227 Collins St, Melbourne VIC 3000",VIC,https://www.familylaw.com.au/law-practice/rowan-skinner-associates-lawyers/
lawyer,Rowan Skinner & Associates Lawyers,Rowan Skinner,Principal,,,https://www.linkedin.com/in/rowan-skinner-44824444/,https://rowanskinnerlegal.com.au/,"Suite 3/227 Collins St, Melbourne VIC 3000",VIC,https://www.familylaw.com.au/lawyer/rowan-skinner/
firm,RSO Lawyers,,,,nsreception@rsolawyers.com.au,,https://www.rsolawyers.com.au,"Level 4/53 Walker St, North Sydney NSW 2060",NSW,https://www.familylaw.com.au/law-practice/rso-lawyers/
lawyer,RSO Lawyers,Katherine Anne (Kate) Frost,Principal Director,,,https://au.linkedin.com/in/kate-frost-9a428789,https://www.rsolawyers.com.au,"Level 4/53 Walker St, North Sydney NSW 2060",NSW,https://www.familylaw.com.au/lawyer/katherine-anne-kate-frost/
firm,Rubin Blight Hardy Family Lawyers & Mediators,,,,,,https://www.rbhfamilylaw.com,"Suite 13.04 Level 13 97/99 Bathurst St, Sydney NSW 2000",NSW,https://www.familylaw.com.au/law-practice/rubin-blight-hardy-family-lawyers-mediators/
lawyer,Rubin Blight Hardy Family Lawyers & Mediators,Melanie Ruth Rubin,Principal Lawyer,,,https://au.linkedin.com/in/melanie-rubin-b256a51b,https://www.rbhfamilylaw.com,"Suite 13.04 Level 13 97/99 Bathurst St, Sydney NSW 2000",NSW,https://www.familylaw.com.au/lawyer/melanie-ruth-rubin/
lawyer,Rubin Blight Hardy Family Lawyers & Mediators,Karen Ann Hardy,Principal Lawyer,,,https://au.linkedin.com/in/karen-hardy-63839615,https://www.rbhfamilylaw.com,"Suite 13.04 Level 13 97/99 Bathurst St, Sydney NSW 2000",NSW,https://www.familylaw.com.au/lawyer/karen-ann-hardy/
lawyer,Rubin Blight Hardy Family Lawyers & Mediators,Josephine Claire Blight,Principal Lawyer,,,https://au.linkedin.com/in/josie-blight-941115b,https://www.rbhfamilylaw.com,"Suite 13.04 Level 13 97/99 Bathurst St, Sydney NSW 2000",NSW,https://www.familylaw.com.au/lawyer/josephine-claire-blight/
firm,Russell Kennedy,,,,,,https://www.russellkennedy.com.au,"Level 24/135 King St, Sydney NSW 2000",NSW,https://www.familylaw.com.au/law-practice/russell-kennedy/
lawyer,Russell Kennedy,Simone Ellen Green,Principal,,,https://www.linkedin.com/in/simone-green-67121428/,https://www.russellkennedy.com.au,"Level 24/135 King St, Sydney NSW 2000",NSW,https://www.familylaw.com.au/lawyer/simone-ellen-green/
firm,Sage Family Lawyers,,,,info@sagefamilylawyers.com.au,,https://sagefamilylawyers.com.au/,"Level 4/533 Little Lonsdale St, Melbourne VIC 3000",VIC,https://www.familylaw.com.au/law-practice/sage-family-lawyers/
lawyer,Sage Family Lawyers,Charlotte Geddes,Principal,,,https://au.linkedin.com/in/charlotte-geddes-496b511b2,https://sagefamilylawyers.com.au/,"Level 4/533 Little Lonsdale St, Melbourne VIC 3000",VIC,https://www.familylaw.com.au/lawyer/charlotte-geddes/
lawyer,Sage Family Lawyers,Andrew Johnston,Special Counsel,,,https://au.linkedin.com/company/sage-family-lawyers,https://sagefamilylawyers.com.au/,"Level 4/533 Little Lonsdale St, Melbourne VIC 3000",VIC,https://www.familylaw.com.au/lawyer/andrew-johnston/
lawyer,Sage Family Lawyers,Natasha Mastroianni,Special Counsel,,,https://au.linkedin.com/company/sage-family-lawyers,https://sagefamilylawyers.com.au/,"Level 4/533 Little Lonsdale St, Melbourne VIC 3000",VIC,https://www.familylaw.com.au/lawyer/natasha-mastroianni/
lawyer,Sage Family Lawyers,Paul Ross,Principal,,,https://au.linkedin.com/company/sage-family-lawyers,https://sagefamilylawyers.com.au/,"Level 4/533 Little Lonsdale St, Melbourne VIC 3000",VIC,https://www.familylaw.com.au/lawyer/paul-ross/
lawyer,Sage Family Lawyers,Lauren Dunning,Special Counsel,,,https://au.linkedin.com/company/sage-family-lawyers,https://sagefamilylawyers.com.au/,"Level 4/533 Little Lonsdale St, Melbourne VIC 3000",VIC,https://www.familylaw.com.au/lawyer/lauren-dunning/
lawyer,Sage Family Lawyers,Natalie Fifield,Lawyer,,,https://au.linkedin.com/company/sage-family-lawyers,https://sagefamilylawyers.com.au/,"Level 4/533 Little Lonsdale St, Melbourne VIC 3000",VIC,https://www.familylaw.com.au/lawyer/natalie-fifield/
lawyer,Sage Family Lawyers,Casey Ieraci,Principal,,,https://au.linkedin.com/in/casey-ieraci-a87562174,https://sagefamilylawyers.com.au/,"Level 4/533 Little Lonsdale St, Melbourne VIC 3000",VIC,https://www.familylaw.com.au/lawyer/casey-ieraci/
